ciiu_3d,id,year,routput,totlab,renerg,realmats,rcapstock,rinvest
311,18,1979,34644.555,29.752502,3669.0713,19116.719,36556.449,0
311,18,1980,40490.387,25.526295,1345.0345,28933.465,33218.75,0
311,18,1981,22949.998,15.840635,536.17847,17161.012,30198.924,0
311,54,1979,28068.625,31.058437,2297.6199,12696.578,3985.8706,0
311,54,1980,29281.813,31.058437,2692.1841,15695.653,3474.2009,0
311,54,1981,11252.098,19.57938,1911.8129,7837.3911,3036.8691,0
311,54,1982,18923.031,12.669836,1782.5453,12378.346,4019.7317,26.425974
311,54,1983,17051.936,11.878231,1105.9403,8528.3623,4820.6938,1.8844138
311,54,1984,15692.401,12.21283,917.02496,10176.159,4355.4277,0
311,54,1985,14492,17.425659,480.07559,10425.37,3869.3103,0
311,54,1986,51807.582,17.425659,2005.8143,12626.687,3442.3484,0
311,54,1987,13118.024,12.07899,1606.1604,8449.9678,3066.4966,0
311,126,1988,76066.922,132.53355,4148.5034,29273.652,751.68311,14.627881
311,126,1989,98404.789,93.128288,3892.3621,24373.313,5488.8169,81.158264
311,126,1990,108527.18,327.46942,5554.4878,35696.918,9052.0391,10.725568
311,126,1991,103303.33,108.12829,3322.7878,32864.445,9096.3008,9.4529343
311,126,1992,98940.602,106.87829,4382.7334,32010.682,9033.1211,7.377419
311,126,1993,89736.789,92.378288,5766.25,18804.188,9171.625,13.10065
311,126,1994,83432.477,98.128288,6075.1343,26416.02,9049.8984,3.4630179
311,126,1995,36801.004,95.096222,6102.8799,19036.082,8486.2158,2.8961546
311,495,1979,7534.7456,10.333562,794.79248,2116.4839,3523.9775,0
311,504,1979,16193.764,19.708778,233.85484,11816.414,2312.1929,10.542504
311,504,1980,12584.679,13.766639,4104.019,11457.416,2501.615,1.6051797
311,504,1981,16052.791,19.976538,1879.9519,9968.4326,2231.7295,0
311,504,1982,15275.103,25.95192,4494.4351,10989.176,1936.4336,0
311,504,1983,13647.177,19.345362,1104.0206,9542.1865,1685.092,0
311,513,1981,29297.869,14.102098,2328.5105,9294.0518,57.704517,1.0865787
311,513,1982,23889.953,18.859837,1762.1393,6639.3677,87.467896,0
311,513,1983,21552.822,16.718241,1699.583,2541.699,6466.998,126.27945
311,513,1984,8716.4258,15.403172,695.59808,978.7915,12056.473,0
311,513,1985,5418,15.403172,513.25201,803,11445.251,0
311,513,1986,5459.5244,7.100029,382.59372,465.35529,10866.272,0
311,513,1987,7132.498,19.253965,1330.4243,729.31421,10317.584,0
311,513,1988,5522.1191,13.931868,506.01105,836.78003,19542.738,192.34441
311,522,1979,18009.568,19.638487,1391.2393,9782.3174,4698.188,0
311,522,1980,14813.711,12.612895,1822.1511,9252.4639,4254.3228,0
311,522,1981,13439.566,14.980633,1701.5817,11429.53,3855.199,0
311,522,1982,8483.3428,14.131318,1000.2474,6026.1079,3495.9941,0
311,531,1979,36837.949,26.056959,1243.298,16134.555,17433.805,0
311,549,1979,47079.434,25.568245,209.80946,31907.867,4192.8218,13.420853
311,549,1980,49634.813,21.579203,567.71973,21373.98,4035.4536,0
311,549,1981,29520.656,18.375177,259.17639,22894.793,3384.1855,0
311,549,1982,20541.131,21.366959,308.54333,17897.385,2852.8567,0
311,549,1983,16218.628,17.377916,123.41733,14506.017,2418.2478,0
311,558,1979,24534.592,26.049864,2695.8625,12967.543,3795.95,10.036464
311,558,1980,21884.469,31.195055,2753.3875,13051.67,3983.1619,5.4219403
311,558,1981,24216.52,37.702633,2313.8953,14939.032,3711.5918,0
311,558,1982,19625.201,15.523562,2575.0637,6538.9775,3253.093,0
311,558,1983,12463.602,24.384109,2456.1694,9168.9502,2859.4133,0
311,558,1984,12672.124,25.465839,1876.3986,9200.7988,2520.2021,0
311,558,1985,9338,25.134037,1104.0504,6526,2226.9209,0
311,558,1986,21761.539,25.207243,1084.6215,10614.345,1972.5073,0
311,558,1987,10472.842,20.781065,593.55292,6574.1318,1557.4646,-3.6462126
311,558,1988,9917.79,36.915462,762.35455,5811.7393,1353.6741,0
311,558,1989,12046.119,43.68187,568.46802,7128.1274,1225.2969,0
311,558,1990,9246.04,43.341122,655.15912,4992.7134,1109.4078,0
311,567,1979,19473.244,24.851316,925.61243,12364.49,570.5293,0
311,567,1980,24563.594,23.851316,853.16144,10093.997,513.47632,0
311,567,1981,12857.492,23.851316,660.41071,7733.124,462.12872,0
311,567,1982,12496.602,19.369467,486.68408,9614.4365,415.91586,0
311,567,1983,7720.9517,14.760592,604.85583,5438.583,374.32425,0
311,621,1989,828530.81,304.56732,19524.621,448648.81,25594.471,493.65475
311,621,1990,881378.63,357.55692,45905.543,27171.514,85784.211,832.35986
311,621,1991,1253300,361.76974,57085.258,846811.69,114250.23,0
311,621,1992,1846033.5,119.58015,18558.83,976131.25,218521.08,2261.2859
311,621,1993,1375698.6,102.18919,20527.357,1152717.6,318371.47,276.77234
311,621,1994,1980856.4,114.37376,25887.084,1281330.4,309048,54.336029
311,621,1995,1697836.8,141.7287,27492.09,1308395.6,309234,413.76291
311,621,1996,2254033,140.47845,38521.777,1961063.8,381519.25,1537.1113
311,657,1979,24339.434,16.410563,1262.7681,13375.61,761.81421,0
311,657,1980,25391.311,16.638487,1457.1133,17157.977,685.63275,0
311,666,1979,23580.02,18.21283,2794.9407,13965.572,4043.5764,24.54295
311,666,1980,24601.795,18.21283,2767.8718,17217.307,4372.5503,0
311,666,1981,23685.574,17.186951,2406.2036,14321.74,4445.2119,14.82478
311,666,1982,27650.197,29.064146,1820.4948,21019.424,4450.6973,0
311,666,1983,22245.531,28.064146,1429.1272,17261.873,3846.2649,0
311,666,1984,15434.452,27.064146,862.72742,12534.563,3335.0994,0
311,666,1985,11917,17.425659,544.02521,9769.0918,2901.2615,0
311,666,1986,12362.162,17.425659,1003.2963,9375.4229,2615.4263,1.628721
311,729,1979,26867.986,26.064146,783.7348,15585.292,3524.5889,37.550201
311,729,1980,28669.857,21.551983,851.91467,18255.318,5018.7627,6.9914494
311,729,1981,29236.832,24.789471,259.3316,19144.27,4708.2305,0
311,729,1982,24588.68,21.34207,1900.9596,19544.098,5087.5327,18.340414
311,729,1983,25678.207,21.401354,1568.7037,18182.729,5309.627,0
311,729,1984,22529.48,28.122032,1583.291,18080.732,4719.5713,0
311,729,1985,17037,27.602818,562.46771,9115.9531,4200.3394,0
311,729,1986,11765.969,20.622808,3304.2356,7916.1855,3742.4854,0
311,729,1987,7997.374,16.319393,1251.4081,5654.6704,3422.0645,1.6362808
311,729,1988,2797.4746,6.9468288,61.708664,781.32593,3127.4478,0
311,738,1979,16028.305,18.425659,671.70062,11681.343,4272.2754,7.253243
311,738,1980,17461.281,20.851316,943.76093,14124.842,4110.209,0
311,738,1981,20963.236,20.851316,807.56079,7036.6191,3670.9338,0
311,747,1979,9736.6221,19.425659,651.0271,5699.7061,2517.6294,0
311,747,1980,10155.89,19.425659,830.50787,8303.2402,2185.8345,0
311,747,1981,15628.582,14.943098,1135.9686,7791.5659,1903.7802,0
311,747,1982,30975.098,12.07117,1571.8821,9334.2979,1663.1522,0
311,747,1983,10248.179,8.4931507,863.33899,6564.77,1483.157,.48994762
311,747,1984,9402.7119,14.561167,907.60614,7208.1997,1319.5797,0
311,747,1985,15021,17.186951,293.41733,7585.0737,1159.1022,0
311,747,1986,11616.943,19.669168,1296.509,7326.8374,1020.8054,0
311,783,1979,29438.963,44.915462,919.08771,16214.314,5165.8125,0
311,783,1980,30708.646,36.489803,1229.1371,25457.252,4608.8604,0
311,783,1981,41062.797,40.145061,1454.5607,4068.3403,4116.2324,0
311,783,1982,25786.164,32.064144,1085.4368,13773.065,3679.7422,0
311,783,1983,19514.135,21.943247,2358.4077,12276.171,3292.3752,0
311,783,1984,12004.573,21.761896,675.07245,7999.0288,2948.0986,0
311,783,1985,5311,25.845026,400.36694,3434.6487,2641.7095,0
311,783,1986,5581.0596,32.044739,1168.3094,1433.2277,2368.7043,0
311,783,1987,4343.4438,33.003468,1269.9731,3449.1992,2125.1738,0
311,783,1988,3776.3491,33.094635,468.98584,2470.0759,1907.7158,0
311,783,1989,6733.5454,34.031319,593.21344,2124.4397,1713.3595,0
311,783,1990,8299.5264,36.189888,899.68402,851.82452,1539.5054,0
311,819,1979,866681.25,345.40823,218266.03,492047.19,2979127,1025.8835
311,819,1980,1963960.1,302.67197,189093.23,1011667.7,3204642.3,9249.1631
311,819,1981,2072729.3,392.37073,438385.75,1203762.5,3504097.3,3886.155
311,819,1982,1827788.6,408.55576,245649.66,1367288.6,3364179,443.57837
311,819,1983,2734538.5,414.09915,247530.17,1392876.1,3088512,469.21786
311,819,1984,1929668.4,342.59253,494144.72,1042760.8,2853131.5,671.11487
311,819,1985,2527293.3,432.2399,695979.81,982540,2691843.8,1472.88
311,819,1986,3034749.3,354.00842,105229.86,2545419,2567022.5,1182.1881
311,819,1987,2178318.3,255.14844,228528,1622544.1,2438670.5,1091.7032
311,819,1988,2702564,324.5195,220306.22,1639170.9,2359312,1890.7079
311,819,1989,2138991,255.00926,478569.13,1712815.1,2337259.8,2169.4202
311,819,1990,1006561.4,259.84445,421023.63,830050.56,2266790.3,950.80493
311,819,1991,2478848.3,341.50092,269701.97,1911674.9,2220661.5,2329.1902
311,819,1992,1691693.9,378.14401,218346.77,1320444.4,2261175.3,2732.7178
311,819,1993,1699769,160.09827,218527.33,1072607.9,2257932,1631.1063
311,819,1994,2940539.3,119.97168,401643.16,1443306.3,2700509,11260.929
311,819,1995,1385171.1,178.33607,394223.34,1413283,3596069.8,12740.889
311,819,1996,3393623.5,298.79111,441820.97,691280.5,4198837,7415.6899
311,828,1979,3126771.5,666.39081,627286.56,1732752.3,1576114,0
311,828,1980,4452819,593.20624,593403.75,813703.13,1458720,1058.8037
311,828,1981,2761122.5,520.32849,478654.78,1905548,1466280.4,2233.5906
311,828,1982,2407918.8,481.39728,432686.72,453018.47,1471106.8,1017.3278
311,828,1983,4376054.5,516.35455,501673.03,1375605.4,1423866,984.49622
311,828,1984,2911317.3,549.42163,626981,1554565,1406374.6,1465.7904
311,828,1985,3528943,297.24945,528511.88,1364974.8,1397850.8,1143.34
311,828,1986,3563018,291.37106,81327.352,1337512.8,1392136.9,1417.7799
311,828,1987,2915852,189.08322,313641.88,1291561.9,1248874,-1519.0846
311,828,1988,2509302.8,142.09645,291852.97,1452511.6,1118542.8,928.23572
311,828,1989,3452840.5,200.16298,401261.53,242671.72,1077834.3,280.71793
311,828,1990,942065,360.98557,208969.23,582680.31,2130715.5,22061.313
311,828,1991,1892711,200.67259,276787.34,636332,2896667.3,0
311,828,1992,2424106,155.5766,269329,1458752.4,2670676.8,1008.6224
311,828,1993,1577979,168.1667,187600.59,1047782.2,2587545,2481.1631
311,837,1979,3842634.5,444.32785,366650.56,464526.13,680501.44,1605.7816
311,837,1980,2805747.3,465.91568,420162.47,1357329.8,813695.56,2574.7019
311,837,1981,2451966.3,394.62329,474082.81,1336531.1,900793.69,1078.2253
311,837,1982,2332120.5,400.14099,404993.44,1038245.9,944118.63,1661.6433
311,837,1983,4201449,435.46832,505551.13,1120474.5,1133565.4,4028.9797
311,837,1984,2389011.5,347.5817,571861.38,1344110.5,1233653.3,583.18658
311,837,1985,3162358.3,485.63535,658903.19,1627272.6,1249453.6,2089.28
311,837,1986,3175956,452.34695,699746.75,1104561.1,1277569.9,1071.8451
311,837,1987,2560379.5,363.25647,197403.02,1279645.4,1237502.5,649.71027
311,837,1988,2457952,410.94702,221292.73,1224828.9,1794248.4,12548.862
311,837,1989,2437139.5,344.18146,387397.31,1861895.5,2892953,13962.16
311,837,1990,1616055.6,322.34088,274603.63,909209.56,3231716,125.72749
311,837,1991,2785830.8,244.32292,320829.47,1391887,2941784.8,364.96829
311,837,1992,2812855,357.20905,291623.94,1887482.9,2769094.5,1880.4198
311,837,1993,2138460.8,202.98721,251759.84,1164378.6,2951876.3,7177.6484
311,837,1994,2065800.3,188.76361,608384.69,1956476,3030647.8,944.32001
311,837,1995,4012366.3,234.81039,488041.19,2213323.5,2824442.8,884.40869
311,837,1996,3537565.5,256.94849,442727.53,1994887.9,2701783.8,2163.78
311,846,1979,2429649.3,402.59045,356199.81,898392.75,2732127.8,2306.1028
311,846,1980,3105822.5,419.44922,336206.81,1072213.8,2664003.8,2002.2303
311,846,1981,2230169.8,276.77225,302452.91,1138358,2602710.8,2268.2175
311,846,1982,2055357.3,326.57019,281332.28,968032.5,2479975,717.97644
311,846,1983,3076904,335.71075,452969.31,1020212.5,2340189.3,1461.0631
311,846,1984,2204785.8,275.85611,289352.88,879896.81,2179732.5,144.02071
311,846,1985,3142683.5,441.31055,454877.75,938971.5,1981825.6,228.5
311,846,1986,3650370,176.51489,380134.53,745232.5,1824627,568.41974
311,846,1987,2551993.3,201.57663,57495.582,1013281.4,1683915.1,286.10291
311,846,1988,2778719.3,230.87614,260459.16,1292904.5,1530267.1,0
311,846,1989,3299202.8,228.17307,313377.78,1294490.9,1655353,5368.8232
311,846,1990,1822122.5,197.80795,197732.73,1004387.4,1893144.5,3217.4985
311,846,1991,2767844.3,200.82201,287346.44,1164103.3,1896790.9,960.89136
311,846,1992,2464905,166.24411,290002.31,1136834.5,1863498.4,2172.8418
311,846,1993,1573465,209.65533,280439.91,534492.94,2060587.3,5571.6533
311,846,1994,2293205.3,196.10114,320560.31,726879.5,2215665,2259.2134
311,846,1995,1498349.5,127.13227,234356.53,627997.63,2128714.5,678.31079
311,846,1996,1492744.5,161.71767,186289.89,897776.63,1970999.1,481.35736
311,855,1979,141167.08,64.833008,1799.4918,71811.086,22480.469,0
311,855,1980,140982.45,48.904518,5542.3135,82518.859,29807.268,184.59566
311,855,1981,140412.64,36.088299,4649.373,80977.078,35017.156,0
311,855,1982,57794.93,44.684608,4335.8276,24553.342,31607.354,0
311,855,1983,66501.719,42.287018,2624.1086,40829.086,28778.346,4.5225935
311,855,1984,76532.375,42.287018,2503.7905,56835.941,26138.768,0
311,855,1985,70194,42.287018,2622.0693,51883.203,23577.029,0
311,882,1979,9116.8623,22.064146,850.88806,3998.594,9194.1748,22.747301
311,882,1980,9632.7227,18.134914,1817.4419,4670.3545,9306.1045,0
311,882,1981,14460.126,17.890097,1047.0872,9203.2314,8646.5273,4.6592169
311,882,1982,7720.4497,17.601545,802.21265,6429.7285,8250.6826,4.5604525
311,891,1979,40639.262,32.851318,2372.2219,21280.354,10669.29,0
311,891,1980,36948.668,27.181089,3363.0835,21926.039,9791.707,4.3721361
311,891,1981,43308.965,24.323099,2850.1355,22966.828,12822.463,74.794548
311,891,1982,35754.484,21.775154,2697.5962,23877.301,14803.288,0
311,891,1983,28863.979,24.503857,720.51782,19685.43,13309.675,0
311,891,1984,27721.068,26.383247,493.20651,19137.738,11969.641,0
311,891,1985,26958,22.040611,359.78427,18958.738,10740.185,-.51999998
311,891,1986,33812.684,12.720885,2437.6045,23447.506,10625.725,17.522421
311,891,1987,33960.629,30.813538,2035.7661,19443.227,11453.127,18.63151
311,891,1988,33372.887,32.457375,2739.4153,19585.053,12720.271,30.835573
311,891,1989,41970.816,30.834505,2635.0444,25733.486,12810.877,0
311,891,1990,47045.941,25.308365,3192.5532,27651.109,11993.491,8.8546867
311,891,1991,40292.074,37.489803,2781.3718,21728.041,11824.479,12.245492
311,891,1992,40314.883,31.766651,2627.7883,22482.457,11190.891,0
311,891,1993,50985.332,35.420444,2864.5737,27565.189,10128.352,.88660145
311,891,1994,56510.266,33.648746,3487.2168,27369.627,10489.452,26.101114
311,891,1995,50903.352,31.268229,3961.4812,22296.885,11291.958,16.955975
311,891,1996,50349.039,24.283484,2735.4451,24185.264,11316.392,9.5056057
311,945,1979,36782.793,46.915462,2062.0823,15701.319,12436.668,9.9942942
311,945,1980,40239.469,37.814232,3263.6663,15561.865,12260.385,12.295941
311,945,1981,53649.129,42.393955,2347.7688,15225.984,11541.71,.67064482
311,945,1982,35386.621,41.436672,2542.7402,7304.9521,10386.413,0
311,945,1983,28051.102,41.725399,487.88962,6256.5791,9338.8467,0
311,945,1984,5613.5469,22.793089,964.88141,4245.7046,8412.5605,0
311,945,1985,16586,23.120409,993.03625,10323.05,7591.3857,0
311,945,1986,17012.088,29.266933,1559.2626,11553.294,6861.6143,0
311,945,1987,17859.139,23.493435,2016.0313,10790.5,6129.9497,-1.5886221
311,945,1988,16582.99,24.710257,733.42365,9756.3359,6314.4092,15.676463
311,945,1989,19263.793,27.259769,858.97467,10090.933,6452.1074,3.3386714
311,945,1990,16759.252,26.44059,424.17145,8843.0615,6924.3047,19.236614
311,945,1991,5643.7734,9.9925976,763.276,2758.4807,6830.7144,0
311,945,1992,15882.324,36.549591,472.20135,8122.3931,5978.3735,0
311,945,1993,23295.625,32.053207,795.82623,13401.317,5254.4102,0
311,945,1994,27904.473,22.097902,1246.2611,15238.18,4636.8936,0
311,945,1995,21514.543,23.399122,1202.3442,13054.858,4107.9272,0
311,945,1996,18892.391,16.788212,1240.9169,11365.018,3652.8774,0
311,963,1979,30397.777,28.078947,2214.6064,14713.999,4614.1963,0
311,963,1980,31713.771,31.064146,2637.905,19235.311,4014.8208,0
311,963,1981,18692.65,23.134283,1256.7927,13242.945,3505.7471,0
311,963,1982,8552.4844,24.127222,1446.6642,6640.9771,3071.7332,0
311,963,1983,10755.836,21.356026,435.77573,9417.3115,1873.7421,-17.899311
311,963,1984,10050.11,21.287357,619.72845,7336.5137,1542.7904,0
311,963,1985,9008,18.678385,537.05042,6992.4023,1403.3287,.0099999998
311,963,1986,10754.449,15.235996,1571.9777,8129.9238,981.62848,-5.7484269
311,963,1987,11730.055,16.098602,1615.7937,7357.2886,680.48053,1.0642494
311,963,1988,14878.018,15.268241,1161.0382,9131.251,739.90247,1.6383227
311,963,1989,19347.668,23.589931,1426.1569,12864.785,790.90259,.80674219
311,963,1990,24112.107,21.638487,1336.4961,16595.213,765.28357,.13634196
311,963,1991,19753.826,21.073456,938.24207,10900.437,755.47656,.97738391
311,963,1992,14774.803,20.659573,777.75525,7653.9712,732.80194,0
311,963,1993,12038.304,20.214149,1007.2975,4999.2344,714.77881,.89064986
311,963,1994,15234.628,22.225252,1569.7155,4190.8896,705.87195,.28173706
311,963,1995,10105.164,22.538284,880.57269,4280.8643,656.21051,0
311,963,1996,10726.137,22.784859,763.15576,5641.2178,598.72534,0
311,1017,1979,35039.113,41.702633,2636.1067,18991.512,2350.1885,0
311,1026,1979,63418.102,21.601784,12.341733,43457.168,9069.7441,0
311,1053,1979,45547.875,38.702633,1746.5699,21180.088,2585.5964,0
311,1053,1980,41610.828,39.273422,1766.0818,19030.994,3951.3774,32.424629
311,1053,1981,55846.992,43.276974,1240.6638,2131.7241,4945.4307,0
311,1053,1982,7222.0313,31.851316,804.80646,8424.3057,4652.1079,4.4371967
311,1053,1983,9726.0371,24.851316,475.57999,7709.1138,4360.1519,0
311,1053,1984,5688.6821,20.851316,44.845917,4196.498,3906.9893,0
311,1053,1985,6328,20.794189,50.683464,4349,3502.572,0
311,1071,1979,3148875.8,929.86023,344529.63,605525,1482334.5,4880.9453
311,1071,1980,2599546.5,580.04413,446372.75,580187.63,1575801.5,0
311,1071,1981,1453638,444.25894,218723.06,402250.03,1444855.5,0
311,1071,1982,1119933,560.19836,179339.19,260038.41,1382334.9,1095.3467
311,1071,1983,2165752,293.30032,247102.38,402133.84,1388647.8,1397.5374
311,1071,1984,2396495.5,216.61118,70389.461,1372335.1,1326768.5,-159.95023
311,1071,1985,2523312.3,225.97543,57225.422,1521015.9,1205946.4,-71.639999
311,1071,1986,3432673,528.43732,59773.164,1115234.5,1327517.4,4342.3755
311,1071,1987,2551532.5,651.88123,100350.63,421457.41,1438600.3,625.06763
311,1071,1988,3910613.5,603.62805,265904.75,1409645.4,1475421.8,2741.5063
311,1071,1989,2652070,633.96954,169713.03,1496686,1459701.3,0
311,1071,1990,1661548.8,594.93689,155670.22,1177540.8,1318557.6,-127.61113
311,1071,1991,1336451.1,479.79962,75097.734,702373.63,1090000.8,-2903.5288
311,1071,1992,622165.19,393.34946,89144.875,387609,908329.88,-114.5472
311,1071,1993,551072.69,83.589661,55191.539,297635.22,818420.56,-132.98212
311,1071,1994,661867,186.77771,76936.625,408037.25,742427.69,0
311,1071,1995,675032.13,119.68224,64710.75,257190.52,738318.25,1318.8192
311,1071,1996,317997.81,91.716255,13526.539,202433.38,725436.88,0
311,1143,1979,2334700.5,671.98627,301122.13,1600323.3,2188216.8,10015.431
311,1143,1980,4196118.5,1294.8632,340079.75,1810285.6,2863164,9055.5889
311,1143,1981,3888624.5,1174.1659,628108.38,3207682.8,3068459.3,1792.4518
311,1143,1982,4053797.3,898.17334,257981.36,1862705.5,3410394.3,11096.746
311,1143,1983,4212379,1056.2656,383925.69,1132070,3600554.8,614.41431
311,1143,1984,5660457,1107.6737,478020.13,2328161.3,3352440.8,1412.1782
311,1143,1985,6077108,767.62231,661280.31,1953293.6,3491095,7732.9702
311,1143,1986,6564280.5,400.70453,102966.02,3029604,3673939,3466.009
311,1143,1987,2994880.5,309.35373,498494.22,1453454.1,3537189.5,1298.5737
311,1143,1988,1665597.3,323.99622,215273.42,966998.44,3312649.8,1163.6869
311,1143,1989,3062030.5,630.78735,227745.53,631534.19,3052104.8,166.66022
311,1143,1990,2928654.3,963.90771,417274.31,27068.93,2833449.3,1347.1407
311,1143,1991,2251561.3,267.84467,125695.01,813869.94,2634240,311.38757
311,1143,1992,1741962.8,138.40332,129617.66,720592.69,2398138,64.833755
311,1143,1993,2384337.5,228.89877,215220.88,954552.31,2150146.8,-405.58597
311,1143,1994,2750718,213.5675,280801.78,2240276,2186221.5,5010.5513
311,1143,1995,2359797.5,307.08389,265575.13,1643630,2382866,3600.1433
311,1143,1996,3737474.3,270.62106,198808.45,834294.25,2754394.3,8593.9678
311,1152,1979,2857296.8,593.5415,439129.97,697253.88,1211963.4,2823.5146
311,1152,1980,3624762.3,599.02301,512663.25,439849.81,1749541.8,10444.798
311,1152,1981,2948444.5,542.58545,82176.797,470372.19,2068282.3,683.0661
311,1152,1982,2871014.5,527.69958,40073.605,343916.94,2018792.4,2448.1379
311,1152,1983,2589029,570.59625,249958.19,518329,2062169.8,2752.0044
311,1152,1984,3289260,224.70232,386642.94,1836120.5,2106248,2572.2056
311,1152,1985,3549360,606.52887,473993.38,1765289.1,2245569,4641.8301
311,1152,1986,4204090,465.49902,946618.06,1528458.4,2360952.8,2677.3835
311,1152,1987,2986336.5,476.89645,505815.06,1422906.3,2265888.8,399.89059
311,1152,1988,3863594.5,614.6629,213140.45,1099157.5,2094923.9,637.80005
311,1152,1989,3679533.3,680.76343,611555.44,1046110.1,2011790.1,1752.9919
311,1152,1990,1509229.8,707.99084,240490.8,994132.13,1833600.8,-1190.1053
311,1152,1991,2375015,470.78476,174411.72,1034690.5,1796685.9,3707.9595
311,1152,1992,1858245.8,404.85577,215323.44,1117727.9,1967755.8,3526.8777
311,1152,1993,3277580,538.11035,203452.5,1000467.6,2591037.8,12655.247
311,1152,1994,4228783.5,586.72772,321800.44,1766905.9,3013954.8,2092.1074
311,1152,1995,4680645.5,690.60791,340050.19,1443944.4,3102301,5451.4609
311,1152,1996,2422308,723.39331,258574.17,799619.31,3332367,5528.0708
311,1179,1979,136430.97,52.875282,12799.382,5297.3428,198112.77,19.904247
311,1179,1980,366871.09,79.042381,43921.652,171806.06,320867.47,2691.2563
311,1179,1981,788784.88,206.49957,175498.66,709387.31,446763.78,1078.5098
311,1179,1982,30862.711,16.273808,7770.7031,20952.656,438446.5,0
311,1179,1983,778929.63,59.969498,58964.191,302150.28,386066.41,0
311,1179,1984,1217357.3,81.842896,110756.16,436345.94,340847.97,0
311,1179,1985,1275860.8,66.832275,100711.08,524134.75,305892,81.919998
311,1179,1986,1629632.5,80.203377,191606.31,854156.31,275006.75,0
311,1179,1987,1046073.9,91.618698,156543.81,495233.75,255326.09,207.47107
311,1179,1988,2317165.8,118.06094,179346.27,1299492.9,262506.66,510.71402
311,1179,1989,2287658.5,112.04131,179914.78,1367880.9,341533.5,1655.5868
311,1179,1990,1342744.6,122.12905,193338.61,688861.19,415929.13,748.7984
311,1179,1991,1391353.6,127.19399,144405.03,717559.19,411051.53,107.67669
311,1179,1992,1253726.9,117.48175,119980.75,713979,408741.72,686.13501
311,1179,1993,1234987.9,110.92861,116107.56,610323.38,401802.25,90.036606
311,1179,1994,1196221.5,101.02898,141436.53,598438.44,376377.94,219.86447
311,1179,1995,1427330.9,106.09705,273890.56,898978.38,390323.25,821.07434
311,1179,1996,583996.69,34.620926,123601.58,497987.22,411685.47,475.17807
311,1188,1979,1478609.3,133.71815,186297.64,555439.69,1597857.4,728.91693
311,1188,1980,1839751,114.14329,206268.5,767838.81,1468521,0
311,1188,1981,1602641.9,111.18967,280521.41,882361.44,1353697.6,641.57129
311,1188,1982,2171545,137.61331,332072.44,928030.13,1273729.3,525.32855
311,1188,1983,2895262.8,238.39456,82618.5,876213.94,1210130.5,768.68604
311,1188,1984,3247231.8,188.1133,417292.88,1604992.4,1147653.8,460.87671
311,1188,1985,3483012,378.92184,687810.75,2110479,1088233,645.41998
311,1188,1986,4628236,214.00386,127242.45,1803923.9,1097494.8,1657.2405
311,1188,1987,3940937.3,185.68639,244283.89,1172675.5,1160983.1,1889.2908
311,1188,1988,3112121.3,177.47073,221130.23,970608.31,1267992.5,2564.2529
311,1188,1989,3257747.5,260.44739,253470.44,1059794,1323469.1,1195.5261
311,1188,1990,2122164.3,269.0296,137697.7,786227.19,1269312.8,367.08817
311,1188,1991,1250655.5,256.51273,143979.58,822430.94,1177663.8,228.95943
311,1188,1992,1737597.4,227.49095,184812.3,1357861.9,1099897.3,434.54788
311,1215,1979,2679093,466.64612,374652.25,399029.94,2267578.8,1656.3383
311,1215,1980,4215401.5,492.15399,684466.94,625960.25,2492524,7195.2266
311,1215,1981,3362782.3,505.69522,613020.38,810806,2877059.8,5895.7632
311,1215,1982,3024991.5,457.94159,624009.94,220721.91,2965636.5,1959.9923
311,1215,1983,3148713,412.79996,495993.66,560516.63,2870972,1880.6881
311,1215,1984,3106128.3,415.00259,771940.38,1447764.4,2731683.5,916.62158
311,1215,1985,4695679.5,333.79538,509974.59,1635168.9,2553591,715.69
311,1215,1986,4317739.5,494.30917,374780.38,957068.63,2564868.8,4246.4595
311,1215,1987,3251042.3,172.33153,258696.95,1082516.3,2508147.5,-51.795971
311,1215,1988,3648521.8,183.14671,202671.95,1046891.7,2331176.5,1137.9291
311,1215,1989,4302036.5,113.00446,531212.44,928405.94,2176554.8,272.47214
311,1215,1990,2506866.5,69.400551,163951.95,966016.13,2069351.9,1635.8661
311,1215,1991,1865974.1,59.995583,124350.56,680993.56,1972588.9,464.70087
311,1215,1992,2054309.5,176.05318,214685.55,1036202.1,1980390.1,3320.8159
311,1215,1993,2017044.8,234.03813,219105.86,1037167.1,2018779.8,1494.1577
311,1224,1979,780779.5,16.200396,61.708664,454477.22,60484.375,446.94427
311,1224,1980,519329.66,50.102173,2006.6296,395030.38,80656.773,92.463989
311,1224,1981,695912,66.093925,5292.0303,439103.06,82498.133,81.294792
311,1224,1982,432798.72,56.255707,6184.7568,284490.38,80599.758,28.700312
311,1224,1983,276274.34,64.553947,2697.3137,236628.75,87078.297,234.60278
311,1224,1984,356102.03,53.941975,9346.1191,246534.08,96896.234,136.16342
311,1224,1985,488994.72,255.66772,22275.787,235094.08,102629.73,160.05
311,1224,1986,392156.59,107.4383,54332.043,237252.13,112648.45,234.60289
311,1224,1987,56956.066,90.121796,11569.325,31207.82,112853.24,0
311,1224,1988,223779.33,78.618095,4397.9409,189510.34,102711.2,0
311,1224,1989,200797.61,82.161049,3674.3313,154004.66,93547.023,0
311,1224,1990,176018.95,88.651527,5246.9448,148517,85361.656,2.0113723
